weather,temperature,pollution,Facilities
2.0,5.0,93.0,2325162
,,,220863
,,,666407
,,,128650
,,,1022560
,,,804270
,,,583407
,,,525888
,,,64041472
,,,700686
,,,538504
2.0,5.0,93.0,415000
,,,837885
,,,19731756
,,,204512
,,,75198
,,,36698450
,,,437825
2.0,5.0,93.0,294568805
,,,98438
2.0,5.0,93.0,1560169011
,,,70384
,,,404127
,,,606564
,,,38595
,,,98604
,,,1776698
,,,145167
,,,152388
,,,29880
,,,89142
,,,847928
,,,694710
,,,108460416
,,,4465981
,,,5822699
,,,223104
,,,2018560
,,,153907315
2.0,5.0,93.0,296088390
,,,6799194
,,,60590
,,,5856812
,,,79069950
,,,625488
,,,32950071
,,,410850
,,,365532
,,,888349
2.0,5.0,93.0,10907196
2.0,5.0,93.0,18342170
,,,24519030
,,,7998710
,,,414072890
,,,20279556
,,,9545913
,,,1836624
,,,33330642
2.0,5.0,93.0,85591800
,,,2325162
,,,73621
,,,571206
,,,128650
,,,409024
,,,804270
,,,777876
,,,657360
,,,70591168
,,,500490
,,,269252
,,,207500
,,,335154
,,,15247266
,,,102256
,,,54282
2.0,5.0,93.0,37690300
,,,700520
2.0,5.0,93.0,340550277
,,,147657
,,,114540
2.0,5.0,93.0,1490011518
,,,35192
,,,404127
,,,1061487
,,,98604
,,,1292144
,,,152388
,,,267426
,,,847928
,,,182434
,,,833652
,,,105193536
,,,3435370
,,,31125
,,,5071383
,,,195216
,,,637440
,,,145683260
2.0,5.0,93.0,331011636
,,,7166718
,,,151475
,,,4328948
,,,85219835
,,,833984
,,,35945532
,,,57768
,,,903870
,,,1218440
,,,761442
,,,9282720
,,,15245440
2.0,5.0,93.0,24519030
,,,6955400
2.0,5.0,93.0,343920045
,,,21201354
,,,8566845
,,,1224416
,,,27954732
2.0,5.0,93.0,66571400
,,,1494747
,,,147242
,,,761608
,,,128650
,,,409024
,,,804270
,,,583407
,,,438240
,,,64769216
,,,600588
,,,538504
,,,373500
,,,726167
2.0,5.0,93.0,14798817
,,,153384
,,,41161775
,,,350260
,,,403774801
,,,49219
,,,57270
2.0,5.0,93.0,1854162315
,,,269418
,,,1213128
,,,131472
,,,1292144
,,,193556
,,,101592
,,,267426
,,,847928
,,,273651
,,,1250478
2.0,5.0,93.0,94739520
,,,4809518
,,,31125
,,,7137502
,,,139440
,,,1381120
,,,163306235
,,,323419626
2.0,5.0,93.0,6064146
,,,30295
,,,6111456
,,,104548045
,,,729736
,,,37229301
,,,739530
,,,852908
,,,761442
,,,10443060
,,,18818590
,,,23093505
,,,6433745
,,,381563035
,,,23044950
,,,9301146
,,,1989676
,,,38168961
,,,65620380
,,,1328664
,,,368105
,,,856809
,,,643250
,,,715792
,,,965124
,,,583407
,,,920304
,,,68407936
,,,500490
,,,403878
,,,207500
,,,782026
,,,23767797
,,,153384
,,,37599
,,,36188
,,,42649550
,,,437825
,,,379347144
,,,49219
,,,57270
2.0,5.0,93.0,1830776484
,,,404127
,,,1213128
,,,262944
,,,1292144
,,,152388
,,,635946
,,,182434
,,,1111536
,,,128061696
,,,6183666
,,,31125
,,,7137502
,,,83664
,,,1593600
,,,185628670
2.0,5.0,93.0,332530038
,,,7166718
,,,60590
,,,4074304
,,,108940820
,,,521240
,,,43220223
,,,410850
,,,731064
,,,507628
,,,9978924
,,,17151120
,,,27370080
,,,6259860
2.0,5.0,93.0,347342135
2.0,5.0,93.0,24888546
,,,6119175
,,,1300942
2.0,5.0,93.0,40856916
2.0,5.0,93.0,81787720
,,,1660830
,,,220863
,,,1237613
,,,257300
,,,920304
,,,884697
,,,1231637
,,,832656
2.0,5.0,93.0,90968000
,,,800784
,,,538504
,,,290500
,,,893744
,,,24664695
,,,204512
,,,112797
,,,54282
,,,35210675
,,,350260
2.0,5.0,93.0,370725618
,,,57270
2.0,5.0,93.0,2024544798
,,,628642
,,,1213128
,,,361548
2.0,5.0,93.0,2745806
,,,193556
,,,152388
,,,178284
,,,11952
,,,1059910
,,,273651
,,,694710
2.0,5.0,91.0,104540160
,,,7901351
,,,62250
2.0,5.0,91.0,8827963
,,,83664
,,,1593600
,,,169180560
,,,329493234
,,,7534242
2.0,5.0,91.0,4328948
,,,96641050
,,,1667968
,,,41080608
,,,739530
,,,487376
,,,380721
,,,8818584
,,,18103960
,,,28795605
,,,5738205
,,,441449610
2.0,5.0,91.0,22584051
,,,8322078
,,,2525358
,,,43007280
2.0,5.0,91.0,69899970
,,,1328664
,,,761608
,,,321625
,,,920304
,,,402135
,,,1166814
,,,569712
,,,93878976
,,,700686
,,,403878
,,,456500
,,,558590
,,,20628654
,,,153384
,,,112797
,,,72376
,,,47112875
,,,1225910
,,,421017853
,,,57270
2.0,5.0,91.0,1884229812
,,,493933
,,,758205
2.0,5.0,91.0,38595
,,,98604
,,,2422770
,,,48389
,,,50796
,,,59760
,,,2988
,,,73704
,,,635946
,,,456085
,,,138942
,,,109113792
,,,4122444
,,,217875
,,,8827963
,,,27888
,,,2124800
,,,250246245
,,,420597354
,,,7350480
,,,30295
,,,8148608
2.0,5.0,91.0,100155270
,,,1772216
,,,41508531
,,,986040
,,,731064
,,,380721
,,,15548556
,,,18580380
,,,19102035
,,,7824825
,,,439738565
,,,26732142
,,,8811612
,,,1836624
,,,43007280
,,,73228540
,,,2989494
,,,147242
,,,1237613
,,,192975
,,,511280
,,,723843
,,,1037168
,,,745008
,,,102611904
,,,1301274
,,,336565
,,,373500
,,,1061321
,,,29597634
,,,75198
,,,108564
,,,56039525
,,,525390
2.0,5.0,91.0,439697826
,,,49219
2.0,5.0,91.0,2201608947
,,,17596
,,,404127
,,,1364769
,,,12865
,,,262944
,,,1938216
,,,241945
,,,152388
,,,89142
,,,2988
,,,73704
,,,1695856
,,,91217
,,,555768
,,,149623104
,,,10993184
,,,62250
,,,11081911
,,,195216
,,,1912320
2.0,4.0,91.0,387705450
2.0,4.0,91.0,496517454
,,,9004338
,,,121180
,,,8148608
2.0,4.0,91.0,130026140
,,,1876464
2.0,4.0,91.0,71035218
,,,43326
,,,1479060
,,,487376
,,,1522884
,,,23438868
,,,42877800
2.0,4.0,91.0,28225395
2.0,4.0,91.0,9042020
,,,598865750
,,,31802031
,,,7832544
,,,1760098
2.0,4.0,91.0,65586102
2.0,4.0,91.0,115073420
,,,2989494
,,,1142412
,,,321625
,,,613536
,,,482562
,,,777876
2.0,4.0,91.0,1490016
,,,162286912
,,,700686
,,,403878
,,,539500
,,,949603
,,,24664695
,,,204512
,,,187995
,,,180940
,,,82819475
,,,875650
2.0,4.0,91.0,540282296
,,,98438
,,,114540
2.0,4.0,91.0,3140383020
,,,987866
,,,1516410
,,,25730
,,,230076
,,,3230360
,,,435501
,,,152388
,,,89640
,,,178284
,,,1907838
,,,364868
,,,1111536
,,,152889984
,,,8244888
,,,249000
,,,11081911
,,,139440
,,,1274880
2.0,4.0,91.0,400628965
,,,466149414
2.0,4.0,91.0,6799194
,,,90885
,,,5856812
,,,137933135
,,,1563720
2.0,4.0,91.0,65472219
,,,821700
,,,609220
,,,507628
2.0,4.0,91.0,18565440
,,,32872980
,,,32216865
,,,8520365
2.0,4.0,91.0,568066940
,,,34106526
,,,9301146
,,,1913150
,,,58597419
2.0,4.0,91.0,106514240
,,,1992996
,,,220863
,,,1047211
,,,321625
,,,511280
,,,643416
,,,842699
,,,1577664
,,,127355200
,,,1201176
,,,403878
,,,166000
,,,1173039
,,,29149185
,,,51128
,,,37599
,,,162846
,,,73892825
,,,525390
2.0,4.0,91.0,495737745
,,,98438
,,,114540
2.0,4.0,91.0,3404308827
,,,449030
,,,1061487
,,,38595
,,,361548
,,,2745806
,,,145167
,,,406368
,,,119520
,,,89142
,,,1483874
,,,547302
,,,1528362
2.0,4.0,91.0,155503488
,,,8588425
,,,124500
,,,10142766
,,,167328
,,,1593600
,,,523989790
,,,625581624
,,,6615432
,,,121180
,,,6620744
,,,124754810
,,,1667968
2.0,4.0,91.0,56057913
,,,14442
,,,410850
,,,731064
,,,761442
,,,20886120
,,,33111190
,,,29080710
,,,8694250
2.0,4.0,91.0,689551135
,,,27653940
2.0,4.0,91.0,10769748
,,,2142728
,,,64510920
,,,85116290
,,,1328664
,,,441726
,,,1142412
,,,192975
,,,715792
,,,965124
,,,388938
,,,1139424
,,,154281728
,,,1000980
,,,471191
,,,332000
2.0,4.0,91.0,1005462
2.0,4.0,91.0,34530573
,,,75198
,,,126658
2.0,4.0,91.0,60006925
,,,1138345
,,,584826847
,,,147657
,,,114540
2.0,4.0,91.0,3828594618
,,,718448
,,,606564
,,,230076
,,,2745806
,,,193556
,,,50796
,,,89142
,,,1271892
,,,91217
,,,1389420
,,,158116992
,,,3778907
,,,124500
,,,12960201
,,,167328
,,,1699840
2.0,4.0,91.0,668498185
,,,882191562
,,,7350480
,,,90885
,,,4838236
,,,123876255
,,,1250976
,,,74030679
,,,821700
,,,609220
,,,1015256
,,,19725780
2.0,4.0,91.0,70033740
,,,37918965
,,,9563675
2.0,4.0,91.0,879477130
,,,34106526
,,,7587777
,,,2984514
2.0,4.0,91.0,54834282
2.0,4.0,91.0,150736670
,,,2657328
,,,441726
,,,1523216
,,,192975
,,,818048
,,,965124
,,,1101991
,,,1139424
,,,189213440
,,,1101078
,,,269252
,,,290500
,,,1340616
,,,35875920
,,,153384
,,,37599
,,,180940
,,,115550525
,,,1225910
,,,781685024
,,,98438
2.0,4.0,91.0,4743982860
,,,17596
,,,1347090
,,,606564
,,,12865
,,,164340
,,,2584288
,,,145167
,,,304776
,,,89640
,,,89142
,,,2988
,,,1059910
,,,1111536
2.0,4.0,93.0,147662976
,,,4465981
,,,62250
,,,13523688
,,,223104
,,,1912320
,,,445273835
2.0,4.0,93.0,847268316
,,,7166718
,,,90885
,,,10695048
,,,124754810
,,,1667968
,,,66755988
,,,158862
,,,493020
,,,243688
,,,761442
,,,19029576
,,,58599660
,,,41910435
2.0,4.0,93.0,7650940
,,,824723690
,,,35028324
,,,8322078
,,,2907988
,,,38168961
,,,118401990
,,,3155577
,,,666407
,,,514600
,,,613536
,,,804270
,,,713053
,,,1139424
,,,167381120
,,,1000980
,,,471191
,,,207500
,,,1731629
2.0,4.0,93.0,37669716
,,,51128
,,,150396
,,,217128
,,,95713525
,,,1050780
2.0,4.0,93.0,755820446
,,,98438
,,,57270
2.0,4.0,93.0,3741732960
,,,628642
,,,1364769
,,,25730
,,,328680
,,,3391878
,,,48389
,,,50796
,,,29880
,,,178284
,,,2988
,,,847928
,,,91217
,,,694710
,,,143742720
,,,5153055
2.0,4.0,93.0,10706253
,,,167328
,,,1593600
2.0,4.0,93.0,460547080
2.0,4.0,93.0,756164196
,,,9555624
,,,60590
,,,7384676
,,,104548045
,,,1146728
2.0,4.0,93.0,60765066
,,,28884
,,,246510
,,,1218440
,,,253814
,,,14388216
,,,50024100
2.0,4.0,93.0,33927495
2.0,4.0,93.0,11650295
,,,819590555
,,,28575738
,,,9056379
,,,4515034
,,,29567505
,,,116975460
,,,3155577
,,,571206
,,,257300
,,,409024
,,,723843
,,,972345
,,,1227072
2.0,4.0,93.0,167381120
,,,600588
,,,269252
,,,249000
,,,837885
2.0,4.0,93.0,30942981
,,,51128
,,,37599
,,,90470
2.0,4.0,93.0,76868375
,,,875650
2.0,4.0,93.0,701217448
,,,98438
,,,229080
2.0,4.0,93.0,3588054642
,,,70384
,,,763351
,,,1516410
,,,65736
,,,2099734
,,,193556
,,,152388
,,,29880
,,,267426
,,,2988
,,,2755766
,,,91217
,,,694710
,,,151583232
,,,4122444
,,,62250
,,,13148030
,,,223104
,,,2762240
,,,434700050
,,,844231512
,,,8636814
,,,60590
,,,7384676
,,,105426600
,,,625488
,,,45787761
,,,657360
,,,365532
,,,761442
,,,16940964
,,,80038560
,,,46187010
,,,10780870
2.0,4.0,93.0,821301600
,,,31341132
,,,11014515
,,,6734288
,,,43007280
,,,138848920
2.0,4.0,93.0,4152075
,,,73621
,,,285603
,,,192975
,,,715792
,,,321708
,,,1750221
,,,1095600
,,,211045760
,,,1000980
,,,134626
,,,249000
,,,1061321
,,,36772818
,,,51128
,,,75198
,,,162846
,,,100672775
,,,788085
2.0,4.0,93.0,625060635
,,,49219
,,,171810
2.0,4.0,93.0,3404308827
,,,70384
,,,1481799
,,,1213128
,,,12865
,,,98604
,,,1130626
,,,96778
,,,203184
,,,59760
,,,89142
,,,1695856
,,,91217
,,,694710
2.0,4.0,93.0,143742720
,,,5153055
,,,93375
,,,15026320
,,,362544
,,,1274880
2.0,4.0,93.0,386530585
2.0,4.0,93.0,769829814
,,,10474434
,,,30295
,,,7130032
,,,86976945
,,,1250976
,,,50494914
,,,1068210
,,,365532
,,,507628
,,,14620284
2.0,4.0,93.0,75274360
,,,34212600
2.0,4.0,93.0,10085330
2.0,4.0,93.0,696395315
2.0,4.0,93.0,29036637
,,,10035447
2.0,4.0,93.0,6963866
,,,46232826
2.0,4.0,93.0,124108110
,,,2989494
,,,294484
,,,666407
,,,192975
,,,306768
,,,884697
,,,1815044
,,,1139424
2.0,4.0,93.0,189213440
,,,1101078
,,,134626
,,,249000
,,,335154
2.0,4.0,93.0,43051104
,,,102256
,,,75198
,,,126658
,,,90258350
,,,437825
2.0,4.0,93.0,531660770
,,,49219
2.0,4.0,93.0,3013431366
,,,35192
,,,1212381
,,,909846
,,,25730
,,,32868
,,,2261252
,,,96778
,,,178284
,,,8964
,,,1483874
,,,182434
,,,1389420
,,,137862336
,,,4465981
,,,62250
2.0,4.0,93.0,11081911
,,,139440
,,,1699840
,,,378306530
,,,624063222
,,,7166718
,,,90885
,,,5856812
,,,90491165
,,,625488
2.0,4.0,93.0,40652685
,,,410850
,,,121844
,,,761442
2.0,4.0,93.0,15316488
,,,65507750
,,,41055120
,,,6781515
,,,600576795
,,,29497536
,,,9056379
2.0,4.0,93.0,6351658
,,,39781734
2.0,4.0,93.0,121255050
,,,3653826
,,,73621
,,,1142412
,,,192975
,,,409024
,,,723843
,,,907522
,,,964128
,,,165925632
,,,400392
,,,336565
,,,249000
,,,670308
,,,34082124
,,,75198
,,,144752
,,,91746125
,,,875650
2.0,4.0,93.0,349171803
,,,196876
,,,171810
2.0,4.0,93.0,2281788939
,,,17596
2.0,4.0,93.0,808254
,,,758205
,,,25730
,,,98604
,,,2584288
,,,145167
,,,253980
,,,59760
,,,178284
2.0,4.0,93.0,2988
,,,847928
,,,273651
,,,1111536
2.0,4.0,93.0,133288704
,,,5840129
,,,62250
,,,11457569
,,,167328
,,,743680
,,,266694355
2.0,4.0,93.0,511701474
,,,6982956
,,,60590
,,,5856812
,,,84341280
,,,1146728
,,,34661763
,,,575190
,,,121844
,,,1015256
,,,14852352
2.0,4.0,93.0,56455770
,,,37918965
,,,14954110
2.0,4.0,93.0,448293790
,,,29497536
2.0,4.0,93.0,10524981
,,,6045554
,,,37631370
,,,102710160
,,,3819909
,,,73621
,,,571206
,,,257300
,,,613536
,,,804270
,,,1555752
,,,876480
,,,153553984
,,,900882
,,,605817
,,,166000
,,,279295
,,,32736777
,,,75198
,,,162846
,,,55543600
,,,788085
,,,352045645
,,,246095
,,,57270
2.0,4.0,93.0,1580214009
,,,87980
,,,1347090
,,,758205
,,,12865
,,,131472
,,,2099734
,,,193556
,,,203184
,,,356568
,,,2988
,,,847928
,,,182434
,,,972594
2.0,4.0,95.0,120221184
,,,5840129
,,,62250
,,,9767108
,,,83664
,,,531200
2.0,4.0,95.0,202076780
,,,450965394
,,,6982956
,,,212065
,,,3565016
,,,94883940
,,,1563720
,,,38513070
,,,903870
,,,121844
,,,634535
,,,15316488
2.0,4.0,95.0,48118420
2.0,4.0,95.0,29936025
,,,10780870
2.0,4.0,95.0,533846040
2.0,4.0,95.0,30880233
,,,8811612
,,,6122080
,,,52146327
,,,94626490
,,,2325162
,,,294484
,,,856809
,,,321625
,,,613536
,,,965124
,,,1555752
,,,1007952
,,,107706112
,,,600588
,,,538504
,,,498000
,,,446872
,,,28700736
,,,102256
,,,37599
,,,289504
,,,70421350
,,,525390
,,,268704227
,,,57270
2.0,4.0,95.0,1513397349
,,,70384
,,,987866
,,,606564
,,,262944
,,,1453662
,,,193556
,,,50796
,,,29880
,,,8964
,,,847928
,,,555768
,,,114994176
,,,4809518
2.0,4.0,95.0,155625
,,,12584543
,,,111552
,,,849920
,,,183278940
2.0,4.0,95.0,454002198
,,,8085528
,,,272655
,,,4583592
,,,82584170
,,,625488
,,,30382533
,,,28884
,,,1314720
,,,487376
,,,1142163
,,,14852352
,,,42401380
2.0,4.0,95.0,24804135
,,,9911445
2.0,4.0,95.0,432894385
,,,33184728
,,,9056379
,,,5127242
2.0,4.0,95.0,46232826
,,,100332610
,,,2159079
,,,147242
,,,952010
,,,192975
,,,409024
,,,1367259
,,,1490929
,,,657360
,,,109889344
,,,500490
,,,336565
,,,249000
,,,391013
2.0,4.0,95.0,26010042
,,,204512
,,,37599
,,,126658
2.0,4.0,95.0,63974325
,,,350260
,,,280199595
,,,196876
,,,57270
2.0,4.0,95.0,1479989019
,,,673545
,,,909846
,,,12865
,,,230076
,,,969108
,,,507960
,,,29880
,,,623994
,,,1695856
,,,273651
,,,416826
2.0,4.0,95.0,121527936
,,,4465981
,,,31125
,,,9391450
,,,27888
,,,1062400
2.0,4.0,95.0,196202455
,,,365934882
,,,6982956
,,,90885
,,,5347524
,,,72920065
,,,729736
,,,27814995
,,,164340
,,,243688
,,,380721
,,,12995808
2.0,4.0,95.0,34064030
,,,23378610
,,,8520365
,,,424339160
,,,29958435
,,,8566845
,,,5509872
,,,43007280
2.0,4.0,95.0,79410170
,,,3985992
,,,294484
,,,571206
,,,257300
,,,204512
,,,321708
,,,1815044
,,,657360
2.0,4.0,95.0,99700928
,,,1201176
,,,134626
,,,249000
2.0,4.0,95.0,279295
,,,22870899
,,,51128
,,,36188
,,,47112875
,,,525390
2.0,4.0,95.0,270141148
,,,147657
,,,57270
2.0,4.0,95.0,1336333200
,,,17596
,,,942963
,,,454923
,,,230076
,,,1938216
,,,96778
,,,152388
,,,2988
,,,1059910
,,,1111536
2.0,4.0,95.0,113687424
,,,3091833
,,,62250
2.0,4.0,95.0,11269740
,,,83664
,,,1062400
,,,193852725
2.0,4.0,95.0,396302922
,,,7534242
,,,90885
,,,4074304
,,,78191395
2.0,4.0,95.0,833984
,,,31238379
,,,821700
,,,121844
,,,253814
,,,12763740
2.0,4.0,95.0,42401380
,,,25374345
,,,7824825
2.0,4.0,95.0,444871700
2.0,4.0,95.0,29497536
,,,7098243
,,,7116918
,,,32793051
2.0,4.0,95.0,83689760
,,,1660830
,,,147242
,,,571206
,,,257300
,,,511280
,,,402135
,,,1231637
,,,876480
2.0,4.0,95.0,97517696
,,,1301274
,,,673130
,,,83000
,,,223436
,,,18834858
,,,102256
,,,37599
,,,72376
,,,60502850
,,,175130
,,,224159676
,,,147657
,,,57270
2.0,4.0,95.0,1376423196
,,,942963
,,,1061487
,,,25730
,,,65736
,,,1292144
,,,193556
,,,101592
,,,29880
,,,89142
,,,1059910
,,,182434
,,,555768
,,,126101568
,,,5496592
,,,124500
,,,9579279
,,,111552
,,,637440
,,,168005695
2.0,4.0,95.0,406931736
,,,4777812
,,,3565016
,,,86098390
,,,1459472
,,,34661763
,,,14442
,,,164340
,,,121844
,,,126907
,,,16476828
,,,33825820
,,,19672245
,,,6955400
2.0,4.0,95.0,415783935
,,,24427647
,,,5874408
,,,5280294
,,,31180278
2.0,4.0,95.0,82738740
,,,3321660
,,,73621
,,,856809
,,,192975
,,,1022560
,,,482562
,,,1037168
,,,745008
,,,104067392
,,,1401372
,,,605817
,,,622500
,,,614449
,,,25113144
,,,102256
,,,37599
,,,72376
2.0,4.0,95.0,53559900
,,,262695
,,,201168940
,,,147657
,,,57270
,,,1409831526
,,,17596
,,,628642
,,,909846
,,,12865
,,,361548
,,,1130626
,,,193556
,,,50796
,,,178284
,,,2988
,,,1271892
2.0,4.0,95.0,638519
,,,416826
,,,116300928
,,,4465981
,,,62250
,,,8827963
,,,83664
,,,1168640
,,,187978400
2.0,4.0,95.0,368971686
,,,4961574
,,,30295
,,,5092880
,,,67648735
,,,1355224
,,,30382533
,,,14442
2.0,4.0,95.0,986040
,,,487376
,,,380721
,,,10210992
,,,31920140
,,,31076445
,,,5390435
2.0,4.0,95.0,407228710
,,,23966748
,,,5140107
,,,5815976
,,,33330642
,,,89871390
,,,2159079
,,,73621
,,,476005
,,,128650
,,,511280
,,,884697
2.0,4.0,95.0,1750221
,,,1095600
,,,108433856
,,,700686
,,,807756
,,,415000
,,,614449
,,,24216246
,,,153384
,,,108564
,,,59015075
,,,612955
2.0,4.0,95.0,237091965
,,,49219
,,,57270
2.0,4.0,95.0,1406490693
,,,35192
,,,449030
,,,454923
,,,164340
,,,1776698
2.0,4.0,95.0,96778
,,,89142
,,,2988
,,,847928
,,,364868
,,,694710
2.0,4.0,101.0,123488064
,,,6183666
2.0,4.0,101.0,7137502
,,,111552
,,,743680
,,,150382720
2.0,4.0,101.0,355306068
,,,4410288
,,,5602168
,,,95762495
,,,938232
,,,26959149
,,,328680
,,,487376
,,,507628
,,,11139264
2.0,4.0,101.0,32634770
,,,18816930
,,,4868780
,,,386696170
,,,21662253
,,,5140107
,,,3902826
2.0,4.0,101.0,40856916
,,,92724450
,,,2657328
,,,73621
,,,285603
,,,385950
,,,306768
,,,804270
,,,583407
,,,1183248
,,,81507328
,,,700686
,,,1009695
,,,166000
,,,893744
,,,21525552
,,,460152
,,,18094
,,,63974325
,,,262695
,,,244276570
,,,196876
,,,57270
,,,1459944021
,,,35192
,,,583739
,,,1213128
,,,12865
,,,230076
,,,2584288
,,,48389
,,,1271892
,,,182434
,,,1250478
2.0,4.0,101.0,126754944
,,,6870740
,,,62250
2.0,4.0,101.0,11645398
,,,55776
,,,1168640
,,,244371920
,,,337085244
,,,3859002
,,,60590
,,,5602168
2.0,4.0,101.0,86098390
,,,1146728
,,,27814995
,,,821700
,,,365532
,,,507628
,,,13692012
2.0,4.0,101.0,38113600
2.0,4.0,101.0,19957350
,,,5216550
,,,359319450
,,,25810344
,,,6853476
,,,4438508
,,,26879550
2.0,4.0,101.0,103661180
,,,1826913
,,,95201
,,,385950
,,,613536
,,,643416
,,,1879867
,,,701184
2.0,4.0,101.0,96062208
,,,500490
,,,269252
,,,207500
,,,391013
2.0,4.0,101.0,30046083
,,,153384
,,,37599
,,,90470
2.0,4.0,101.0,54551750
,,,437825
2.0,4.0,101.0,202605861
,,,49219
,,,171810
2.0,4.0,101.0,1580214009
2.0,4.0,101.0,35192
,,,493933
,,,909846
,,,12865
,,,230076
,,,1938216
,,,96778
,,,101592
,,,29880
,,,267426
,,,635946
,,,555768
2.0,4.0,101.0,116954304
,,,5496592
,,,62250
,,,13899346
,,,27888
,,,956160
,,,261994895
2.0,4.0,101.0,388710912
,,,5880384
,,,30295
,,,5092880
,,,106305155
,,,521240
,,,26103303
,,,328680
,,,121844
,,,507628
,,,12299604
,,,38351810
,,,24233925
,,,7129285
,,,379851990
,,,29497536
,,,4895340
2.0,4.0,101.0,4974190
,,,40319325
2.0,4.0,101.0,104136690
,,,2823411
,,,73621
,,,856809
,,,306768
,,,1125978
,,,972345
,,,1227072
,,,92423488
,,,700686
,,,875069
,,,166000
,,,335154
,,,26906940
,,,102256
,,,37599
,,,90470
,,,60502850
,,,175130
,,,238528886
2.0,4.0,101.0,1790686488
,,,35192
,,,942963
,,,303282
,,,25730
,,,98604
,,,2422770
,,,145167
,,,50796
,,,89640
,,,178284
,,,1695856
,,,277884
,,,117607680
,,,3778907
,,,12772372
,,,139440
,,,1699840
,,,238497595
2.0,4.0,101.0,390229314
,,,5696622
,,,121180
,,,4838236
,,,101912380
,,,1772216
,,,34661763
,,,575190
,,,243688
,,,507628
,,,12995808
,,,34064030
,,,21382875
,,,8172595
,,,366163630
,,,29036637
,,,6608709
,,,3520196
,,,35481006
2.0,4.0,101.0,93199960
,,,2491245
,,,73621
,,,571206
,,,64325
,,,409024
,,,321708
,,,907522
,,,876480
,,,115711296
,,,400392
,,,538504
,,,332000
,,,223436
,,,22422450
,,,255640
,,,112797
,,,18094
,,,68933575
,,,175130
2.0,4.0,101.0,221285834
,,,49219
,,,114540
2.0,4.0,101.0,1874207313
,,,35192
,,,493933
,,,303282
,,,164340
,,,1938216
,,,96778
,,,101592
,,,59760
,,,847928
,,,182434
,,,694710
,,,101273280
,,,4465981
,,,31125
,,,10706253
,,,1274880
2.0,4.0,101.0,239672460
,,,447928590
,,,7350480
,,,2801084
2.0,4.0,101.0,105426600
,,,833984
2.0,4.0,101.0,32094225
,,,493020
,,,365532
,,,126907
,,,13459944
,,,32158350
,,,21097770
,,,7129285
,,,342209000
,,,29036637
,,,7098243
,,,3137566
2.0,4.0,101.0,40856916
2.0,4.0,101.0,91773430
,,,2657328
,,,220863
,,,761608
,,,64325
,,,511280
,,,402135
,,,648230
,,,657360
,,,92423488
,,,800784
,,,807756
,,,249000
,,,279295
,,,23767797
,,,102256
,,,37599
,,,36188
,,,65462100
,,,437825
,,,283073437
,,,171810
2.0,4.0,101.0,2031226464
,,,17596
,,,359224
,,,303282
,,,131472
,,,1292144
,,,48389
,,,50796
,,,89142
,,,1271892
,,,273651
,,,972594
,,,125448192
,,,5840129
,,,124500
,,,10894082
,,,27888
,,,1062400
2.0,4.0,101.0,198552185
,,,438818178
,,,5696622
,,,151475
,,,4328948
,,,102790935
,,,1250976
,,,39368916
,,,493020
,,,243688
,,,380721
,,,9282720
,,,39542860
,,,19957350
,,,8868135
2.0,4.0,101.0,461982150
,,,37332819
,,,6608709
,,,4285456
,,,40319325
,,,105563220
,,,1660830
,,,73621
,,,571206
,,,64325
,,,511280
,,,1045551
,,,907522
2.0,4.0,101.0,657360
2.0,4.0,101.0,104795136
,,,800784
,,,807756
,,,498000
,,,167577
,,,17489511
,,,255640
,,,37599
,,,18094
2.0,4.0,101.0,61990625
,,,175130
,,,261519622
,,,49219
2.0,4.0,101.0,1840798983
,,,987866
,,,1061487
,,,51460
,,,131472
,,,1130626
,,,48389
,,,178284
,,,1059910
,,,91217
,,,1250478
,,,110420544
,,,4122444
,,,12960201
,,,111552
,,,849920
2.0,4.0,103.0,195027590
2.0,4.0,103.0,425152560
,,,7718004
,,,121180
,,,4583592
2.0,4.0,103.0,102790935
,,,1146728
,,,30382533
,,,14442
,,,657360
,,,974752
,,,380721
,,,10907196
,,,40257490
2.0,4.0,103.0,19387140
,,,7129285
,,,398673485
,,,32262930
,,,9790680
,,,4055878
2.0,4.0,103.0,35481006
,,,98906080
,,,2325162
,,,666407
,,,64325
,,,1227072
,,,723843
,,,648230
,,,482064
2.0,4.0,103.0,105522880
,,,1201176
,,,875069
,,,249000
,,,279295
,,,17937960
,,,102256
,,,112797
,,,90470
2.0,4.0,103.0,52568050
,,,525390
,,,265830385
2.0,4.0,103.0,1870866480
,,,718448
,,,758205
,,,12865
,,,262944
,,,1130626
,,,96778
,,,101592
,,,29880
,,,356568
,,,635946
,,,273651
,,,833652
,,,115647552
,,,5153055
,,,31125
,,,10142766
,,,55776
,,,1062400
,,,180929210
,,,481333434
,,,5696622
,,,151475
,,,3310372
,,,107183710
,,,938232
,,,26959149
,,,14442
,,,410850
,,,243688
,,,253814
2.0,3.0,103.0,9746856
,,,36446130
2.0,3.0,103.0,20812665
,,,6955400
2.0,3.0,103.0,400384530
,,,25810344
,,,8077311
,,,4055878
,,,30642687
2.0,3.0,103.0,118401990
,,,1826913
,,,73621
,,,380804
,,,511280
,,,562989
,,,777876
,,,569712
,,,87329280
,,,500490
,,,807756
,,,207500
,,,391013
,,,19731756
,,,153384
,,,75198
,,,54282
,,,58023225
2.0,3.0,103.0,241402728
,,,147657
,,,171810
2.0,3.0,103.0,2031226464
,,,449030
,,,303282
,,,131472
